,traveled_kilometers,production_year,color,exhibition,adـtype,name_brand,car_name,fuel,engine_status,chassis_status,front_chassis,rear_chassis,body_status,insurance,gearbox,exchange,price
17,230000.0,1390.0,زرد,,,پاژن 4 در 6 سیلندر,pjn 4 dr 6 sylndr,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,825000000.0
18,117000.0,1394.0,سفید,,,پراید 111 SE,pryd 111 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,220000000.0
19,68000.0,1399.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,,,,,سالم و بی‌خط و خش,,,,405000000.0
20,170000.0,1390.0,نقره‌ای,,,پژو 405 SLX بنزینی,pjw 405 SLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,290000000.0
21,193000.0,1388.0,خاکستری,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,280000000.0
22,240000.0,1388.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,175000000.0
23,85000.0,1393.0,خاکستری,,,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,2.0,دنده‌ای,,390000000.0
0,212000.0,1394.0,دلفینی,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,دنده‌ای,,335000000.0
1,334000.0,1387.0,سفید,,,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی، در ۲ ناحیه,1.0,دنده‌ای,,283000000.0
2,23000.0,1400.0,سفید,,فروشی,ساینا دنده‌ای EX,syn dndhy EX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,2.0,دنده‌ای,,310000000.0
3,150000.0,1395.0,سفید,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,دنده‌ای,,395000000.0
4,110000.0,1394.0,آلبالویی,,,رانا LX,rn LX,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,1.0,دنده‌ای,,310000000.0
5,3000.0,1372.0,خاکستری,,,نیسان پاترول 4 در 6 سیلندر,nysn ptrwl 4 dr 6 sylndr,,سالم,سالم و پلمپ,,,تمام‌رنگ,1.0,دنده‌ای,,550000000.0
6,167000.0,1394.0,نقره‌ای,,,پراید 131 دوگانه سوز,pryd 131 dwgnh swz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,رنگ‌شدگی، در ۱ ناحیه,1.0,دنده‌ای,,240000000.0
7,14000.0,1401.0,سفید,,,دنا پلاس 6 دنده توربو,dn pls 6 dndh twrbw,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,دنده‌ای,,720000000.0
8,115000.0,1397.0,خاکستری,,فروشی,دنا معمولی تیپ ۲,dn m`mwly typ 2,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,475000000.0
9,440000.0,1387.0,مشکی,,,پراید 132 ساده,pryd 132 sdh,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,5.0,دنده‌ای,,121000000.0
10,52000.0,1383.0,نقره‌ای,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,,سالم و پلمپ,,,دوررنگ,,,,192000000.0
11,198000.0,1396.0,زرد,,,سمند LX EF7 گازسوز,smnd LX EF7 gzswz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,350000000.0
12,105000.0,1396.0,سفید,,,رانا LX,rn LX,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,335000000.0
13,8000.0,1401.0,سفید,,,پژو پارس LX TU5,pjw prs LX TU5,بنزینی,سالم,ضربه‌خورده,,,رنگ‌شدگی,1.0,دنده‌ای,,400000000.0
14,2400.0,1401.0,مشکی,,,وانت پراید 151 SE,wnt pryd 151 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,252000000.0
15,4500.0,1401.0,سفید,,,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,325000000.0
16,240000.0,1381.0,سفید,,فروشی,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,198000000.0
17,300000.0,1383.0,مشکی,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,دنده‌ای,,150000000.0
18,235000.0,1385.0,نقره‌ای,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,ضربه‌خورده,,,دوررنگ,9.0,دنده‌ای,,163000000.0
19,70000.0,2017.0,سفید,,فروشی,سانگ یانگ تیوولی ارمور,sng yng tywwly rmwr,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,اتوماتیک,هستم,790000000.0
20,155000.0,1389.0,خاکستری,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,6.0,دنده‌ای,,187000000.0
21,182000.0,1391.0,سفید,,,رانا EL,rn EL,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,8.0,دنده‌ای,,270000000.0
22,234000.0,2011.0,مشکی,,فروشی,هیوندای سوناتا YF,hywndy swnt YF,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,820000000.0
23,,,,,,,,,,,,,,,,,
0,28000.0,1399.0,سفید,,,دنا پلاس تیپ ۱ دنده‌ای,dn pls typ 1 dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,560000000.0
1,20000.0,1400.0,سفید,,فروشی,ساینا دنده‌ای S,syn dndhy S,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,305000000.0
2,92000.0,1395.0,سفید,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,,300000000.0
3,240000.0,2007.0,نوک‌مدادی,,,هیوندای FX کوپه اتوماتیک,hywndy FX khwph twmtykh,,سالم,سالم و پلمپ,,,رنگ‌شدگی,4.0,اتوماتیک,,990000000.0
4,115000.0,1388.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,250000000.0
5,143000.0,1389.0,سفید,,,پژو 206 SD V9,pjw 206 SD V9,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,اتوماتیک,هستم,458000000.0
6,62000.0,1398.0,سفید,,,ساینا دنده‌ای EX,syn dndhy EX,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,275000000.0
7,66000.0,1395.0,سفید صدفی,,,چری آریزو 5 اتوماتیک اکسلنت,chry aryzw 5 twmtykh khslnt,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,اتوماتیک,,950000000.0
8,86000.0,1395.0,نوک‌مدادی,,,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,3.0,دنده‌ای,هستم,358000000.0
9,62000.0,1399.0,سفید,,فروشی,وانت مزدا کارا دو کابین 2000cc,wnt mzd khr dw khbyn 2000cc,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,460000000.0
10,140000.0,1382.0,سفید صدفی,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,7.0,دنده‌ای,,103000000.0
11,200000.0,1392.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,11111111.0
12,142000.0,1393.0,خاکستری,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,2.0,دنده‌ای,,269000000.0
13,44500.0,2017.0,مشکی,,,بی‌ام‌و X4 28i,bymw X4 28i,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,اتوماتیک,,500000000.0
14,110000.0,1396.0,خاکستری,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,صافکاری بی‌رنگ,5.0,دنده‌ای,,336000000.0
15,140000.0,1388.0,نقره‌ای,,,پژو 206 SD V8,pjw 206 SD V8,بنزینی,سالم,,رنگ‌شده,سالم و پلمپ,خط و خش جزیی,8.0,دنده‌ای,,275000000.0
16,184000.0,1394.0,مشکی,,,برلیانس H330 اتوماتیک 1500cc,brlyns H330 twmtykh 1500cc,,سالم,سالم و پلمپ,,,صافکاری بی‌رنگ,1.0,اتوماتیک,هستم,540000000.0
17,110000.0,1394.0,مشکی,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,380000000.0
18,197000.0,2015.0,سفید,,فروشی,لکسوس NX 200t پرمیوم,lkhsws NX 200t prmywm,,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,اتوماتیک,هستم,250000000.0
19,160000.0,1385.0,سفید,,,ام‌وی‌ام 110 ۳ سیلندر,mwym 110 3 sylndr,,سالم,سالم و پلمپ,,,خط و خش جزیی,5.0,دنده‌ای,,139000000.0
20,30000.0,1400.0,سفید,,,دنا پلاس,dn pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,111111111.0
21,6000.0,1401.0,سفید,,,دنا پلاس تیپ ۱ دنده‌ای,dn pls typ 1 dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,650000000.0
22,0.0,1402.0,سفید,هیراد خودرو,,ساینا دنده‌ای S,syn dndhy S,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,369000000.0
23,140000.0,1396.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,1.0,دنده‌ای,,23500000.0
0,116000.0,1394.0,سفید,,,تیبا هاچبک EX,tyb hchbkh EX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,270000000.0
1,300000.0,1385.0,نقره‌ای,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,,210000000.0
2,135000.0,1385.0,نقره‌ای,,,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,255000000.0
3,172000.0,1390.0,سفید,,,پراید 111 SX,pryd 111 SX,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی، در ۱ ناحیه,6.0,دنده‌ای,,212000000.0
4,10000.0,1379.0,سفید,,,پیکان وانت LPG,pykhn wnt LPG,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,صافکاری بی‌رنگ,1.0,دنده‌ای,,80000000.0
5,119500.0,1394.0,سفید,,فروشی,آریو اتوماتیک 1600cc,aryw twmtykh 1600cc,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,2.0,اتوماتیک,هستم,500000000.0
6,46000.0,1397.0,سفید صدفی,,فروشی,رنو تندر 90 E2 بنزینی,rnw tndr 90 E2 bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,2.0,دنده‌ای,,700000000.0
7,110000.0,1394.0,سفید,,,پراید 111 SE,pryd 111 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,230000000.0
8,61000.0,1397.0,آلبالویی,,,ام‌وی‌ام X22 دنده‌ای اسپرت اکسلنت,mwym X22 dndhy sprt khslnt,,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,606000000.0
9,457000.0,1386.0,نقره‌ای,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,5.0,دنده‌ای,,107000000.0
10,496789.0,1385.0,نقره‌ای,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,7.0,دنده‌ای,,150000000.0
11,400000.0,1388.0,نقره‌ای,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,دنده‌ای,,152000000.0
12,56500.0,1397.0,سفید,,فروشی,آریو اتوماتیک 1600cc,aryw twmtykh 1600cc,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,اتوماتیک,,695000000.0
13,43000.0,1400.0,خاکستری,,فروشی,پژو پارس LX TU5,pjw prs LX TU5,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,508000000.0
14,108000.0,1393.0,سفید,,,رانا LX,rn LX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,هستم,360000000.0
15,38000.0,1401.0,سفید,,,وانت پراید 151 SE,wnt pryd 151 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,255000000.0
16,67000.0,1400.0,سفید صدفی,,,تیبا هاچبک EX,tyb hchbkh EX,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,دنده‌ای,هستم,295000000.0
17,99000.0,1393.0,نوک‌مدادی,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,2.0,دنده‌ای,,240000000.0
18,308000.0,1387.0,سفید,,,پیکان وانت CNG,pykhn wnt CNG,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,170000000.0
19,180000.0,1390.0,سفید,,,پژو 207i اتوماتیک,pjw 207i twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,اتوماتیک,,500000000.0
20,116000.0,1395.0,سفید,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,450000000.0
21,400000.0,1382.0,مشکی,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,دوررنگ,6.0,دنده‌ای,هستم,190000000.0
22,300000.0,1384.0,مشکی,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,دنده‌ای,,155000000.0
23,175000.0,2015.0,سفید,,فروشی,تویوتا کرولا GLI 2000cc,twywt khrwl GLI 2000cc,,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,1.0,اتوماتیک,,400000000.0
0,144000.0,1395.0,سفید,,,پراید 131 SE,pryd 131 SE,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,230000000.0
1,340000.0,1383.0,نقره‌ای,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,205000000.0
2,100000.0,1386.0,آبی,,,زامیاد Z 24 دوگانه سوز,zmyd Z 24 dwgnh swz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,,11111111.0
3,133000.0,1395.0,سفید,,,پژو 207i دنده‌ای,pjw 207i dndhy,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی، در ۱ ناحیه,1.0,دنده‌ای,,455000000.0
4,300000.0,1387.0,نقره‌ای,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,7.0,دنده‌ای,هستم,260000000.0
5,320000.0,1389.0,آبی,,,زامیاد Z 24 بنزینی,zmyd Z 24 bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,330000000.0
6,133000.0,1396.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,235000000.0
7,177000.0,1393.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,235000000.0
8,70000.0,1398.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,7.0,دنده‌ای,,240000000.0
9,103000.0,1392.0,سفید,,فروشی,پژو پارس LX TU5,pjw prs LX TU5,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,375000000.0
10,85000.0,1394.0,آبی,,فروشی,تیبا هاچبک SX,tyb hchbkh SX,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,2.0,دنده‌ای,,250000000.0
11,87000.0,1398.0,سفید,,,وانت پراید 151 SE,wnt pryd 151 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,219000000.0
12,230000.0,1378.0,عنابی,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,تمام‌رنگ,,دنده‌ای,,115000000.0
13,5000.0,1401.0,نقره‌ای,,,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,,,335000000.0
14,190000.0,1376.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,,ضربه‌خورده,,دوررنگ,,دنده‌ای,,55000000.0
15,45000.0,1397.0,نوک‌مدادی,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,268000000.0
16,116000.0,1397.0,سفید,,,پراید 131 SE,pryd 131 SE,دوگانه‌سوز دستی,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,1.0,دنده‌ای,,185000000.0
17,155000.0,1396.0,سفید,,فروشی,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,243000000.0
18,3000.0,1401.0,سفید,,,جک S3 اتوماتیک,jkh S3 twmtykh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,اتوماتیک,,100000000.0
19,60000.0,2013.0,آلبالویی,,,هیوندای سوناتا YF,hywndy swnt YF,,,سالم و پلمپ,,,سالم و بی‌خط و خش,,,هستم,450000000.0
20,75000.0,1396.0,سفید,,,رنو تندر 90 E2 بنزینی,rnw tndr 90 E2 bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,2.0,دنده‌ای,,680000000.0
21,170000.0,1391.0,سفید,,,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,دنده‌ای,,300000000.0
22,60000.0,2016.0,مشکی,,فروشی,تویوتا هایلوکس دو کابین بلند اتوماتیک,twywt hylwkhs dw khbyn blnd twmtykh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,,,123456789.0
23,300000.0,1386.0,مشکی,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,دنده‌ای,هستم,240000000.0
0,8900.0,1401.0,خاکستری,,,تارا دنده‌ای,tr dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,2.0,دنده‌ای,,670000000.0
1,320000.0,1388.0,خاکستری,,,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,315000000.0
2,270000.0,2013.0,سفید,,,کیا اپتیما 2400cc,khy ptym 2400cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,اتوماتیک,,400000000.0
3,130000.0,2012.0,سفید,,فروشی,تویوتا هایلوکس دو کابین بلند دنده‌ای,twywt hylwkhs dw khbyn blnd dndhy,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,200000000.0
4,73000.0,1395.0,سفید,,,پژو 206 SD V8,pjw 206 SD V8,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,435000000.0
5,300000.0,1375.0,اطلسی,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,دوگانه‌سوز دستی,سالم,,ضربه‌خورده,سالم و پلمپ,دوررنگ,5.0,دنده‌ای,,55000000.0
6,125000.0,1395.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,دوررنگ,8.0,دنده‌ای,,155000000.0
7,240000.0,1388.0,سفید,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,11111111.0
